skill,count
relational and/or objectoriented databases,1
security and domain controls,1
database storage and retrieval,1
dtc marketing,1
twilio segment,1
volume/frequency of output,1
mpp analytical datastores,1
mainframe development,1
bmc fileaid,1
fileaid data solutions,1
distributed data privacy,1
fileaid ex,1
data masking process,1
refresh cycle,1
masking projects in topaz,1
endeavour,1
large and complex code bases,1
model to model mapping,1
instrumentation engineering,1
firestore,1
pub/sub topics,1
data life cycles,1
cost update,1
executive summary,1
cost discussions,1
crio,1
collaborative planning,1
hackathon,1
math competition,1
master window functions,1
analytic data models,1
vmware virtualization,1
vmware ops manager,1
vmware realize automation/orchestrator,1
rman backup/restore,1
oracle networking,1
data guard implementations,1
vmware vrealize operations suite,1
hp blade system,1
syslog/log insight,1
oracle certification,1
oracle database certified master,1
rhel environment,1
supply chain technology,1
script programming,1
3+ years experience in data extraction,1
experience with food & beverage supply chain technology,1
selforganized,1
orangepeople monthly team meetings,1
opwiki/knowledge base,1
gas supply planning,1
mathematical and analytical methodologies,1
data request support,1
portfolio optimization analysis,1
deal analysis and assessment,1
regulatory submissions support,1
data analysis testimony,1
discovery response,1
regulatory developments analysis,1
trading team interaction,1
gas utility experience,1
gas procurement experience,1
new england natural gas markets,1
sendout® portfolio optimization,1
data platform creation,1
data programming languages,1
userfriendly analytics,1
it strategy sessions,1
continuous learning ethos,1
cloudbased data warehouse projects,1
data manipulation languages and tools,1
complex data communication,1
learning and mastery nurturing,1
wellbeing support,1
funded learning opportunities,1
remote first position,1
office availability (3 days/month),1
senior leadership team meetings,1
sme for data,1
data postprocessing,1
evaluation kpis,1
test set selection,1
genai applications,1
model guardrails,1
openai gpt,1
palm,1
agile software processes,1
agile product team,1
insurance products,1
bonus plan,1
equity options,1
boulder office,1
multisite and multinational organizations,1
finance certification,1
general ledger coding,1
irs reporting,1
po matching,1
tpu programming,1
statically typed language,1
forbes,1
stateoftheart,1
disk upgrades,1
local and metadata model updates,1
data system evaluation,1
aep,1
web sdk identities graphs,1
online identities,1
offline identities,1
system functionality,1
enduser understanding,1
usage customization,1
continuing maintenance,1
problem fixing,1
database improvements,1
com,1
dcom,1
win32 api,1
activex,1
mfc,1
wpf,1
mantis,1
udp,1
teststand,1
nunit,1
bachelor's degree in engineering computer science information technology or related field,1
2 years of experience in a related position,1
3 years of undergraduate study and 3 years of experience,1
travel 30% of the time,1
business objects / crystal reports,1
olap / cubes,1
adhoc,1
distribute storage engines,1
diverse team management,1
data science collaboration,1
team vision,1
team mission,1
team strategy,1
ads technology,1
ads product,1
6 sigma,1
distributed computing principles,1
multiple tasks simultaneously,1
5+ years of experience as a data engineer,1
fintech or startup experience,1
medicaid programs,1
data center colocation,1
juniper cisco and dwdm,1
remote contractors management,1
automation tooling,1
daytoday tasks in data center operations,1
program management responsibilities,1
consistent processes,1
google spreadsheets,1
infrastructure in multiple countries,1
remote “lightsout” access,1
linux certifications,1
configuration management systems,1
reverse proxies,1
nginx varnish haproxy apache,1
saas vendor,1
warranty process management,1
data bearing device destruction,1
career rotation programs,1
stock control,1
cycle audits,1
data corrections,1
physical inventory tracking,1
microsoft contractual agreements,1
security and data management policies,1
warehouse/supply chain,1
rdbms implementation,1
data modeling tools (hackolade erwin er studio),1
oop languages,1
application/platform security,1
data modeling patterns,1
software solution architecting,1
ai certifications,1
current state awareness,1
future trends awareness,1
proactive service improvement,1
ability to confidently contribute,1
desire to excel in high performing team,1
appetite for lifelong learning and growth,1
ability to confidently contribute to overall success,1
interest in current state and future trends,1
willingness to dive deeper into detail,1
desire to support other members of the team,1
ecology and ecoinformatics,1
environmental and climate sciences,1
antiracist teaching strategies,1
research on equity opportunities and inclusion in higher education,1
service to black and latinx/e communities,1
graduate and undergraduate teaching,1
mentoring and advising students,1
research program development and management,1
committee and service assignments,1
ph.d. or equivalent terminal degree in biology or biologyrelated fields,1
postdoctoral experience in biology or biologyrelated fields,1
record of scientific and mentorship accomplishments in biological data science,1
record of working and communicating effectively with colleagues and students,1
microsoft .net programming,1
business end user experience,1
cross functional team experience,1
startup culture experience,1
bachelor's degree in computer science or related field (or equivalent work experience),1
3+ years of experience in a data engineer role,1
energy traceability,1
life cycle analysis,1
"driver's abstract ""p"" and ""n""",1
10+ years in technical experience,1
5+ years in data science,1
opensource application development,1
apache jena,1
ontology development tools,1
machine reasoning concepts,1
dhs standards,1
third party software integration,1
bachelor's degree in business information systems,1
2+ years database replication experience,1
aurora db,1
hp blade optimization,1
eva san optimization,1
veritas net backup,1
ocp,1
.net technologies,1
largescale distributed data systems,1
data lifecycle stages,1
technical influence,1
improvement mindset,1
cyber data engineer,1
splunk processing language (spl),1
elk lucene query syntax,1
search/analytics tool,1
programming/scripting fundamentals,1
regular expressions (regex),1
malicious activity,1
taxonomy tools,1
continuous integration / continuous deployment,1
weights & biases,1
general office environment,1
ada accommodation,1
early morning or late evening teleconferences,1
international and domestic travel,1
us employment authorization,1
notion,1
evernote,1
keynote,1
prezi,1
invision,1
zeplin,1
abstract,1
appveyor,1
codeclimate,1
coveralls,1
codacy,1
sumo logic,1
opentelemetry,1
nomad,1
linkerd,1
traefik,1
cloudflare,1
fastly,1
selfattention,1
multihead attention,1
scaled dotproduct attention,1
residual connections,1
batch normalization,1
sgd,1
nesterov momentum,1
adagrad,1
adadelta,1
adamax,1
nadam,1
adamw,1
onecycle learning rate policy,1
cosine annealing learning rate policy,1
plateau learning rate policy,1
step learning rate policy,1
exponential learning rate policy,1
reduceonplateau learning rate policy,1
early stopping,1
crossvalidation,1
traintest split,1
holdout method,1
leaveoneout crossvalidation,1
kfold crossvalidation,1
stratified kfold crossvalidation,1
time series crossvalidation,1
group kfold crossvalidation,1
nested crossvalidation,1
ensemble learning,1
stacked generalization,1
linear discriminant analysis,1
quadratic discriminant analysis,1
birch,1
hdbscan,1
umap,1
visualization applications,1
individual professional growth,1
staff care,1
visitor care,1
5 years' experience,1
adw,1
multidimensional database design,1
dax functions,1
visual reports,1
data importing,1
dev framework,1
alertmanager,1
oracle 10g/11g,1
highlevel technical design,1
automated workflows,1
routines,1
cloud design principles,1
ai toolsets,1
internal process improvements,1
data transformation and aggregation tools,1
cloud platforms/technologies,1
database functions,1
database errors,1
b.s. in information systems,1
exposure to data analysis package,1
obiee 12c/oas catalog development,1
mude repository development,1
oracle 10/11g/12c databases,1
oracle data warehouse data marts,1
obiee weblogic server,1
sso authentication,1
bi publisher integrated development,1
system & data analysis,1
dimensional and data modeling,1
securing our worlds: physical digital social,1
nsf,1
darpa,1
nasa,1
refereed journals,1
conference proceedings,1
grant support,1
graduate courses,1
thesis committees,1
professional service activities,1
national conferences,1
research centers,1
research laboratories,1
statement of research interests,1
statement of teaching interests,1
fund administrator support,1
data specialty certification,1
tamr,1
advanced programming,1
play,1
general care,1
checkable references,1
ecrf systems,1
clinical trial execution,1
international drug development,1
data analytics platform,1
financial/insurance,1
traditional infrastructure,1
office one drive,1
gen1,1
gen2,1
dbfs,1
autoloader,1
delta format files,1
agile software development methodologies,1
peer programming,1
code collaboration tools,1
team collaboration tools,1
information governance suites,1
digital product managers,1
annotation tools,1
business requirements and specifications,1
capacity and resource management,1
business intelligence tools and techniques,1
it sector,1
higher education sector,1
largescale software systems,1
cics,1
eztrieve,1
hp's qc/alm,1
caintertest,1
minimum first/last name,1
contact information,1
metadata migration,1
application profiles,1
digital projects,1
digital initiatives,1
metadata projects,1
digital repositories,1
metadata function improvement,1
library it,1
linux virtual machines,1
global supply manager,1
construction procurement,1
opportunity analysis,1
financial credibility,1
insurance policies,1
past project experience,1
commodity management,1
labor productivity,1
direct awards,1
bid analysis,1
commercial cost reduction,1
tesla global procurement policy,1
data center procurement,1
semiconductor construction procurement,1
csa contract negotiations,1
mep contract negotiations,1
supplier prequalification,1
rfx issuance (rfq rfb rfp),1
supplier spend consolidation,1
rfi administration and facilitation,1
bid package review and analysis,1
award recommendations,1
supplier compliance,1
metadata troubleshooting,1
metadata implementation,1
metadata quality control,1
metadata training,1
metadata consulting,1
metadata support,1
metadata governance,1
metadata lifecycle management,1
metadata discovery,1
metadata interoperability,1
metadata sustainability,1
metadata accessibility,1
metadata usability,1
metadata standardization,1
metadata harmonization,1
metadata aggregation,1
adolescent psychiatry,1
outreach services,1
mentalization based approach,1
cct or equivalent,1
criminal record certificate,1
excel data management,1
project data lists,1
excel templates,1
bachelor's in chemical/process engineering,1
children & young people's iapt framework,1
nhs healthcare services,1
community health care,1
speech and language therapy,1
care for people with learning disabilities,1
new models of care,1
dbt services,1
integrated care systems,1
cct,1
camhs,1
rehabilitation of offenders act (exceptions order) 1975,1
criminal records checks for overseas applicants,1
sku creation,1
bill of materials creation,1
vendor profile management,1
data environment administration,1
user access reviews,1
master data approval workflow systems,1
data cleanup projects,1
business unit data maintenance,1
collaboration with various departments,1
teaming,1
technology application analysis,1
system transition,1
controls testing,1
staff and team leader support,1
accounting staff guidance,1
bachelor's degree in accounting finance or management information systems,1
2+ years of experience as an analyst or associate,1
sox compliance experience,1
experience in accounting banking procurement manufacturing production sales merchandising and inventory management,1
experience in computerized environments,1
erp system experience,1
microsoft excel skills,1
power apps knowledge,1
power bi knowledge,1
sharepoint knowledge,1
styling expertise,1
fashion industry experience,1
ability to handle multiple tasks simultaneously,1
cloud data governance,1
direct marketing,1
commercial offers,1
sales process coordination,1
clevel communication,1
gb standard,1
iso 17025,1
wh&s,1
quality control forms,1
out of specification (oos) investigations,1
gmp (good manufacturing practices),1
sanitation program management,1
microsoft office (excel),1
monthly invoicing,1
billing issue resolution,1
lookup formulas,1
bachelor's degree (or 4+ years of experience),1
public records requests,1
ediscovery data management,1
exchange admin console,1
security & compliance center,1
microsoft security and compliance center for office 365,1
exchange 2013 ediscovery,1
electronic discovery reference model (edrm),1
cans,1
ansa,1
level of care,1
outcome monitoring,1
ohca,1
osdh,1
probabilistic,1
deterministic,1
mch,1
title v block grant,1
maternal and child health,1
strong working relationships,1
professional training in an educational setting,1
professional administrative experience in an educational setting,1
professional personnel administration,1
professional finance accounting or auditing experience,1
professional experience in a major technical program area,1
valid iowa teaching certificate,1
school business official authorization from the iowa board of educational examiners,1
cots integration,1
table space allocation/management,1
oracle rac products,1
modeldriven development,1
sybase powerdesigner,1
j2ee architecture,1
objectoriented modeling,1
system accreditation,1
proxy users,1
virtual private database technology,1
label security,1
vendor products,1
high volume data handling,1
high data rate extraction,1
law license,1
latitude engaged professionals,1
latitude engagements,1
permanent placements,1
long term disability insurance,1
continuing legal education stipend,1
high success rate,1
census data,1
development activity data,1
professional graphics,1
drone operations,1
faa records,1
building codes administration,1
neighborhood development programs,1
multidisciplinary social science,1
urban affairs,1
military veterans' preference points,1
continuous diagnostics and mitigation (cdm),1
skilling academy,1
strategic metrics reporting,1
"""r""",1
oral presentation skills,1
strategic datapoints,1
metrics processes,1
monthly metrics,1
quarterly cdet program 'placemat',1
president's cup cybersecurity competition,1
fcdsa,1
federal cyber defense skilling academy (fcdsa),1
qualitative student feedback,1
flexible savings account (fsa),1
accidental death and dismemberment insurance,1
disability leave programs,1
employee assistance plan (eap),1
worklife services,1
medical device manufacturing,1
business system integrations,1
data quality lead analyst,1
key initiatives,1
data quality governance,1
written and verbal updates,1
client program,1
project standards,1
datafocused initiatives,1
pretrade/posttrade activities,1
order/executions,1
mtm,1
reporting/analytics,1
data and results oriented,1
results quickly and efficiently,1
relationship building skills,1
bachelor's/university degree,1
product selection,1
configuration standards,1
university degree in it,1
gpa 3.5,1
junior talent development,1
data analyst associate,1
customer data platform specialty,1
investor portal,1
fund administrators,1
call notice data,1
data administrator,1
analytical intuition,1
clinical outcomes improvement,1
advanced technology integration,1
dax measures,1
powerbi.com,1
regulatory frameworks (ffiec sar ctf fatf),1
interacting with regulators (fed fdic occ ofac fincen),1
strategic and entrepreneurial mindset,1
identifying compliance trends and risks,1
collaboration with multidisciplinary teams,1
experience in fintech or financial institution,1
minimum 1015 years of experience,1
passion for serving founders and entrepreneurs,1
adaptability in rapidly changing environments,1
pay zones,1
protein data bank (pdb),1
multiomics data,1
depmap,1
gtex,1
human cell atlas,1
workflow language,1
federal and state funded programs,1
ellucian banner financial aid module,1
usg ga modifications to banner,1
common origination and disbursement,1
central processing system,1
surfer,1
national student loan data system,1
statistical expertise,1
risk quantification,1
risk measurement,1
selflearning skills,1
5+ years of experience in data wrangling analysis and visualization,1
3+ years of experience in a healthcare setting,1
experience building analytics for a new team,1
experience with risk or actuarial analysis,1
onestream,1
business presentations,1
data and reporting analyst,1
retail pharmacy,1
drugspecific copay setup,1
retail and specialty pharmacy network,1
custom clientspecific pricing,1
analysis reports,1
quality assurance and reporting,1
specialty medication access,1
identifiers,1
retail and specialty network,1
sow contracts,1
pharmacy onboarding,1
billing support,1
multiple programs,1
patientcentric approach,1
phone communications,1
computerized maintenance programs,1
webtma,1
2 years' experience,1
panorama student success,1
edinsight,1
achieve,1
program administration,1
processing pipelines,1
office 365 (outlook ppt word),1
training manual creation,1
compendia testing,1
analytical data,1
master control,1
empower,1
lms,1
usp/ep/jp/ybb compendia,1
iso testing,1
instron,1
zwick,1
icpms,1
dsc,1
tga,1
tqip registry abstraction,1
cstr certification,1
healthcare registry data market,1
gwtg registry abstraction,1
heart failure,1
stroke,1
afib,1
rn or lpn,1
ncdr (national cardiovascular data registry),1
cath/pci (cardiac catheterization and percutaneous coronary intervention),1
afib (atrial fibrillation),1
tvt (transcatheter valve therapy),1
laao (left atrial appendage occlusion),1
sts (society of thoracic surgeons),1
gwtg (get with the guidelines),1
nsqip (national surgical quality improvement program),1
vqi (value in quality initiative),1
sas (software as a service),1
vqi registry abstraction,1
nsqip registry abstraction,1
scr certification,1
experience with spss,1
behavioral healthcare,1
chemical dependency,1
nationality,1
amdocs,1
relationship development,1
player/coach model,1
culture creation,1
talent assessment,1
data playbooks,1
global conferences,1
speaking engagements,1
case studies,1
client demand analysis,1
work plan creation,1
organisational thinking,1
edc (electronic data capture),1
data standards (cdisc),1
4gl,1
clinical data system design,1
system interoperability,1
data center vertical client management,1
high voltage products,1
medium voltage products,1
energy transition projects,1
consultative sales support,1
proposal responses,1
domestic travel,1
site assessment,1
inventory of systems,1
router management,1
backup equipment rack/stack,1
drug and background check,1
field data acquisition,1
field data acquisition programs,1
groundwater modelling,1
geomechanical modelling,1
distributed cloud service technologies,1
performance monitoring protocols,1
build and release (cicd) automation,1
c# coding and debugging skills,1
air force specialty code (afsc),1
technical order (to) development and production,1
enterprise wide nc3 systems and operations,1
basic mission capable (bmc) qualifications,1
flight class iii physical,1
training development and execution,1
government acquisition processes,1
smart device repair,1
steady hands,1
microsoft dynamics 365 f&o,1
insights jet,1
omnianalytics,1
system and data quality assurance,1
microsoft powerbi dashboard development,1
tabular editor,1
degree in computer systems design or computer science,1
business and technical requirements analysis,1
clean work environment,1
personal appearance,1
identification badge,1
assignment changes,1
quality lab reporting,1
cola,1
respectful treatment,1
discrepancies between patient and personal beliefs,1
bachelor's degree in appropriate sciences,1
experience with moderate complexity lab,1
common sense understanding,1
testing based on order and lab capabilities,1
foot movements,1
leg movements,1
arm movements,1
using upper extremities to exert force,1
well lighted,1
heated,1
airconditioned,1
three years minimum in construction management,1
ordinary ambulatory skills,1
ability to grasp,1
ability to use a keyboard,1
ability to operate equipment,1
ability to read application/form information,1
ability to reach with hands and arms,1
ability to talk,1
ability to hear,1
cabling maintenance,1
cleanliness and appearance maintenance,1
oncall and overtime,1
multi & single mode fiber,1
government or agency background check,1
building monitoring system,1
change order estimating and negotiation,1
project cost update preparation,1
cost data coordination,1
cost impact analysis,1
scheduling issue resolution,1
cost checking and valuation,1
change control management,1
funding data presentation,1
value engineering sessions,1
cost plan development,1
contractor and subcontractor pricing review,1
contract price negotiation,1
postcontract cost variance management,1
cost auditing and valuation,1
monthly cost reporting,1
final account negotiation,1
cost estimate record compilation,1
college degree in construction management cost management quantity surveying engineering,1
rics accreditation or working towards,1
medium or large construction project cost management experience,1
knowledge of construction industry technical matters,1
dod 8510 rmf,1
dod 8570 iat level ii certification,1
l2/l3 networking,1
debug,1
sustain,1
bachelor's degree in it computer science or software systems engineering,1
3 years of relevant work experience,1
u.s. citizenship status,1
ability to obtain a top secret security clearance,1
ability to lift and move moderate amounts of weight,1
horizontal scaling,1
backup and replication,1
aid query development,1
aid performance optimization,1
oversee backup processes,1
onsite 5 days a week in new york city,1
power meter replacement,1
power interruption testing,1
master controller shutdown,1
national electrical code,1
oshaapproved nfpa 70e,1
paid time off benefits,1
paid holiday,1
floating holiday,1
agile plm data,1
shift management,1
plant performance,1
plant reliability,1
plant efficiency,1
network layout,1
strong organization,1
physicsbased models,1
fluid dynamics,1
solid mechanics,1
electrostatics,1
energy engineering,1
power electronics,1
human factors engineering,1
health systems engineering,1
scientific achievement,1
engineering impact,1
publication history,1
translating scientific discovery,1
data science application,1
entrepreneurial teamwork,1
industrial experience,1
technology readiness levels,1
postdoctoral training,1
veeva promomat,1
sound business and technical acumen,1
ability to work crossfunctionally,1
previous experience in healthcare or biotech,1
security & access management,1
cloud configuration,1
numerical data manipulation,1
perfectionism,1
bachelor's degree (stem preferred),1
ability to work autonomously,1
enterprise products and platforms,1
protege,1
experience in cloud computing,1
data infrastructure automation,1
data pipeline automation,1
statistical analysis methodology,1
probability distribution fitting,1
stochastic simulation,1
multivariate sensitivity analysis,1
dimensionality reductions,1
timeseries data analysis,1
sarima,1
relu,1
sigmoid,1
data science capabilities,1
crossfunctional growth,1
binning,1
1hot encoding,1
matrix operations,1
multidimensional array operations,1
table operations,1
high volume of data,1
complex business needs,1
ecs batch,1
glue process,1
athena work group,1
s3 bucket creation,1
clia high complexity testing personnel qualifications,1
biosciences,1
procedural calibration,1
disease and abnormalities detection,1
blood and urine samples collection,1
cafm,1
service management tools,1
facilities organisation,1
mechanical engineer,1
focussed under pressure,1
following instructions,1
diagnose and prioritise problems,1
professional working attitude,1
bike 2 work scheme,1
salary sacrifice car scheme,1
assistant superintendent,1
critical facilities / data centre,1
hazard / near miss reporting,1
sfg20,1
hv authorised person training,1
ptw,1
6+ years of experience in application development (internship experience does not apply),1
modern data warehouse concepts,1
completer finisher,1
cloudrun,1
cloud build,1
apachebeam,1
google professional data engineer,1
integrated test environments,1
test automation tools,1
patroni,1
ha proxy,1
keepalived,1
timescale database,1
network programming,1
enterprise data networks,1
communications networks,1
rack elevation schematics,1
work requests,1
smarthands,1
remote maintenance,1
cisco certified network administrator (ccna),1
ip telephony,1
online development tools,1
employee stock program,1
onshore offshore delivery model,1
humanmachine interfaces (hmis),1
detailed implementation,1
code release,1
field support,1
engineering support,1
computer troubleshooting,1
server troubleshooting,1
linux cluster,1
bridges,1
project contingency plans,1
manual movement,1
jobrelated skills,1
continuous compliance,1
san infrastructure,1
pipe delimited files,1
b2bi,1
sap/jde,1
ibm sterling integrator,1
ibm itxa,1
trustedlink iseries (tli),1
sap pi/po,1
platform solutions,1
laboratory data generation,1
closedloop experimentation,1
customerfocused solutions,1
scientific collaboration,1
technical supervision,1
cuttingedge approaches,1
scalable data architectures,1
production jobs,1
production failures,1
consumption layer,1
s3 object storage,1
data modeling (kimball inman data vault),1
data loading strategies,1
system software engineering,1
syscalls,1
unix domain sockets,1
vdso,1
libc interactions,1
elf loader,1
concurrent programming,1
memory model,1
barriers,1
lock free data structures,1
atomics,1
memory mapped io,1
dma,1
hardware devices,1
dataplane code,1
libibverbs,1
libfabric,1
spdk,1
ebpf,1
xdp,1
molecular mechanics,1
neural network potentials,1
quantum mechanical calculations,1
project supervision,1
roi considerations,1
reporting of test results,1
equipment & connectivity auditing,1
install moves & changes,1
relocation decommissioning & disposal,1
data centre migration,1
rollout & deployment,1
copper and fibre optic structured cabling installation,1
data cable patching and patch schedules,1
rack deployment & aisle containment,1
wireless networking,1
hardware cable and connection auditing,1
hardware/cabling/patching troubleshooting and testing,1
data centre imac works,1
office and data centre migrations,1
large infrastructure moves and installations,1
working to strict timescale and quality standards,1
cscs,1
wah,1
pasma,1
uk driving licence,1
chemical physical biological or clinical laboratory science,1
large data volumes,1
controlled productive environment,1
government systems,1
pharmaceutical needs,1
senior living clients,1
nonretail pharmacy,1
high growth mode,1
shift differential,1
std insurance,1
ltd insurance,1
employee discount program,1
agile problem solving,1
software/analytic construction,1
pay band: $115000  $135000/ year,1
5+ years of data analytics experience,1
tableau qualified associate certification,1
experience with high proficiency in excel modeling,1
experience with scenario analysis,1
highly analytical and quantitative skills,1
ability to thrive in a fastpaced ambiguous interruptive environment,1
additional onsite dental services,1
employee gym,1
fitness classes,1
meditation room,1
employee medical/wellness center,1
massage therapy,1
acupuncture,1
two company subsidized cafes,1
internet cafes,1
employee lounges with big screen tvs,1
game tables,1
fun company sponsored events,1
optimized designs,1
sound solutions,1
terminology,1
work organization,1
cle,1
datawarehousing,1
accreditation guidelines,1
resource conservation,1
healthcare recruiting,1
inspired people,1
visionary companies,1
fraud analytics,1
waste,1
abuse,1
corporate events,1
safety precautions,1
lis and his computer systems,1
pevco pneumatic system,1
clinical laboratory personnel requirements,1
oregon department of human services regulations,1
joint commission standards,1
associate of science,1
big data cloud environments,1
report scheduling,1
structuring,1
manipulating,1
automating,1
cisco systems,1
ability to work at heights,1
mainframe cobol,1
topaz,1
test data visualization tools,1
synthetic test data,1
fileaid/data solutions static change criteria,1
lab tech iv,1
standing for long periods,1
ai center troubleshooting,1
embedded artificial intelligence,1
uipath rpa developer certification,1
uipath ai center experience,1
automation engineering roles,1
us citizenship or permanent residency,1
health saving account,1
online training,1
nhs data,1
baseline personnel security standard,1
legal strategies,1
legal tactics,1
legal malpractice,1
dispute resolution,1
trial law,1
oracle technologies,1
senior managers,1
synkros,1
24x7 realtime computer system,1
gaming industry experience,1
logical problemsolving,1
heuristics development,1
asset tagging and scanning,1
server installations,1
fiber testers,1
copper testers,1
networking components,1
infrastructures,1
officerelated tasks,1
sqs/sns,1
network setup,1
governance tools,1
classifications,1
infrastructure setup,1
cdc methodologies,1
mis systems,1
er modeling,1
break / fix tickets,1
sla timeframe,1
patching / depatching requests,1
cable tasks,1
decommission requests,1
rack mount kit,1
cache battery,1
sap (tc2),1
"salesforce ""leap""",1
hadoop ecosystem (client data platform),1
alation (client data catalog),1
bioderived performance chemicals industry,1
datastage clustering architecture,1
parallel jobs,1
combine,1
sort,1
aggregate,1
transform data,1
reusable objects,1
job templates,1
schedule jobs,1
compile jobs,1
run jobs,1
testing skills,1
support and development issues,1
selfmanaged,1
csa and m&e packages,1
health and safety practices,1
hsqe procedures,1
construction records,1
principal contractor background,1
technical and legislative knowledge,1
dataops concepts,1
data pipeline scalability,1
5+ years of experience in the data protection field,1
banners,1
matrixed organizations,1
high ethical standards,1
tdm (test data management),1
genrocket certification,1
ibm optim certification,1
international classification of disease (icd),1
hierarchical condition categories (hcc),1
ccsp (certified coding specialistphysician),1
crc (certified risk adjustment coder),1
medical record documentation review,1
diagnosis coding,1
aa/as degree,1
aapc/ahima training,1
hp uft/qtp,1
ibm rational,1
stash,1
data process analysis,1
data publications,1
2+ years of experience in data warehousing and data management,1
strong understanding of data modeling and data quality,1
experience with data visualization and reporting tools,1
strong communication and problemsolving skills,1
financial audit,1
operational audit,1
risk audit,1
sarbanesoxley act,1
doddfrank wall street reform and consumer protection act,1
international financial reporting standards,1
search applications,1
open source intelligence (osint),1
dark web intelligence,1
flowers hospital laboratory,1
bcbs of alabama,1
primary keys,1
foreign keys,1
clustered indexes,1
simple indexes,1
edi standards,1
hipaa 5010,1
healthcare code sets,1
slowly changing dimensions (scds),1
snowflake cloud data warehouse,1
snowflake cloud architecture,1
query profiler,1
virtual data warehouse scaling,1
datawarehouse experience,1
business intelligence implementation,1
corporate data architecture,1
reference and master data management,1
data quality program,1
reference data and master data programs,1
match rules,1
hierarchies and affiliations,1
golden records,1
metadata management policies,1
business intelligence architecture,1
metadata requirements,1
computer information science,1
employment authorization in the united states,1
data information architect,1
military healthcare data marts,1
healthcare delivery reports,1
analytic discoveries,1
analytical products,1
sharepoint 2010,1
chcs cache,1
mdr,1
healtheanalytics,1
application programming interface (api),1
ci tools,1
tier iii clearance,1
family education,1
health care team collaboration,1
variance management,1
craniomaxillofacial anatomy,1
extremity anatomy,1
thoracic anatomy,1
* java,1
* scala,1
* snowflake,1
* emr,1
* dynamodb,1
* redshift,1
* kinesis,1
* lambda,1
* glue,1
* hadoop,1
* hive,1
* pig,1
* oozie,1
* sqoop,1
* flume,1
* kafka,1
* flink,1
* storm,1
* samza,1
* nifi,1
* airflow,1
* data lake,1
* data warehouse,1
* data mart,1
* data pipeline,1
* data governance,1
* data security,1
* business intelligence,1
* dashboard,1
* visualization,1
* artificial intelligence,1
* big data,1
* cloud computing,1
* distributed systems,1
* parallel processing,1
* scalability,1
* high availability,1
* fault tolerance,1
* devops,1
* scrum,1
* kanban,1
* continuous integration,1
* continuous delivery,1
* continuous deployment,1
* testdriven development,1
* behaviordriven development,1
* pair programming,1
* mob programming,1
* extreme programming,1
* lean startup,1
* mongodb,1
* cassandra,1
* hbase,1
* redis,1
* elasticsearch,1
* solr,1
* lucene,1
* hadoop distributed file system (hdfs),1
* mapreduce,1
* yarn,1
* mesos,1
* swarm,1
* nomad,1
* jenkins,1
* travis ci,1
* circleci,1
* github,1
* bitbucket,1
* jira,1
* trello,1
* asana,1
* slack,1
* hipchat,1
* zoom,1
* google meet,1
* microsoft teams,1
api management platform,1
agile / scrum,1
client relationship experience,1
responsible behavior,1
task queues,1
computer science concepts,1
classified client databases,1
us foreign policy,1
counterterrorism (ct) objectives,1
ic procedures,1
prior relevant experience,1
rapport and relationships building,1
cxo level interaction,1
utility market trends technology,1
cloud data services,1
transformational program,1
north american utilities,1
ability to work in a virtual team environment,1
bachelor's degree in a related discipline,1
master's degree in a related discipline,1
5+ years of relevant professional experience,1
9+ years of relevant professional experience,1
demonstrated success in leading teams and/or initiatives,1
experience in the defense industry,1
health information systems,1
clinical codes,1
billing codes,1
aep/websdk,1
identity graphs,1
online/offline identities,1
performance data integration,1
cloud based automation,1
cloud formation templates,1
public key encryption,1
access credentials,1
lean/kanban,1
high quality technical solutions,1
us gaap,1
intellectual integrity,1
windows/mac,1
correspondence training program,1
new strategies,1
orchestration tools (airflow luigi apache beam),1
data privacy regulations (gdpr ccpa),1
realtime streaming data processing,1
bachelor's or master's degree in computer science information systems or related field,1
experience in implementing cloudbased solutions,1
experience in data modeling and warehousing,1
experience in troubleshooting performance issues,1
experience in mentoring junior data engineers,1
experience in collaborating with data scientists,1
experience in staying updated with latest trends,1
experience in designing and implementing streaming data processing systems,1
experience in working with orchestration tools,1
experience in implementing data protection measures,1
experience in devops practices,1
power space and cooling (psc),1
federal funding,1
fitup,1
tenant occupancy,1
facility requirements,1
pros and cons,1
facility delivery,1
site specific health and safety plan,1
quality assurance/quality control plan,1
field office,1
subcontract scopes of work,1
amendments,1
task orders,1
subcontractor safety plans,1
quality control plans,1
subcontract files,1
insurance certificates,1
changes to the scope of work,1
cost overruns,1
delays,1
significant changes,1
client's monthly construction progress report,1
client's contract status report,1
contractor wbs,1
quarterly construction management reports,1
safety and emergency procedures,1
construction site,1
contractor's safety representative,1
ts/sci w/polygraph,1
5 years of datacenter and/or pscrelated projects,1
proficient with ms office suite (word excel powerpoint),1
top secret sci w/polygraph,1
covid vaccination or an approved accommodation/exemption,1
diversity equity inclusion accessibility,1
minority,1
female,1
disabled,1
protected veteran,1
lgbtq+,1
react material,1
google looker,1
modern office environment,1
life & disability coverage,1
401k + employer matching,1
resources for pets,1
mental health and meditation resources,1
industryleading fertility coverage,1
fully paid leave for childbirth or bonding,1
fully paid leave for caregivers,1
programs for loved ones with developmental disabilities and neurodiversity,1
subsidized backup child and elder care,1
reimbursement for adoption,1
reimbursement for surrogacy,1
reimbursement for tuition and student loans,1
winter recess,1
server relocation,1
server removal,1
